Client ID,Name,Age,Marital,Housing,Experience,Status,Salary,Bonus
1104,Cynthia Ali,59,Divorced,Rent,2014-11-24,Full Time,91000,4000
1105,Christopher Hahn,32,Divorced,Rent,2018-07-29,Full Time,87000,3000
1106,Eric White,58,Divorced,Rent,2019-10-31,Full Time,11000,8000
1107,Diane Sparks,19,Divorced,Own,2014-04-21,Part Time,19000,4000
1108,Shannon Walker,35,Married,Rent,2020-10-02,Contractual,48000,10000
1109,Barry Short,47,Single,Own,2021-05-25,Full Time,18000,5000
1110,Chase Parker,33,Single,Rent,2015-08-15,Full Time,48000,2000
1111,Miguel Delgado,30,Married,Other,2021-08-14,Full Time,21000,10000
1112,Erika Ramos,21,Divorced,Other,2017-09-21,Full Time,22000,1000
1113,Jesse Rhodes,41,Single,Other,2022-07-28,Full Time,69000,8000
1114,Annette Taylor,52,Divorced,Other,2018-03-22,Full Time,28000,6000
1115,Sarah Blevins,27,Married,Own,2020-07-17,Full Time,66000,7000
1116,Latasha Lee,58,Married,Rent,2018-07-31,Part Time,28000,1000
1117,John Carney,55,Divorced,Rent,2020-12-01,Full Time,84000,5000
1118,Duane Parsons,21,Single,Rent,2018-10-09,Part Time,44000,1000
1119,Brandon Harris,46,Single,Own,2019-08-13,Full Time,39000,10000
1120,Steven Williamson,54,Single,Own,2015-09-09,Full Time,46000,9000
1121,William Rodriguez,61,Divorced,Rent,2013-06-16,Part Time,44000,8000
1122,Brandi Lopez,63,Divorced,Rent,2016-12-28,Full Time,81000,2000
1123,Christine Dean,26,Single,Rent,2013-04-15,Full Time,39000,1000
1124,John Livingston,63,Divorced,Other,2021-11-12,Part Time,73000,5000
1125,Anthony Hall,29,Divorced,Other,2017-08-19,Part Time,68000,5000
1126,George Patterson,38,Married,Own,2022-09-12,Full Time,13000,1000
1127,Kevin Gonzalez,30,Single,Rent,2016-09-24,Part Time,44000,8000
1128,Daniel Allen,43,Divorced,Other,2014-09-15,Full Time,90000,10000
1129,Rachel Cox,62,Single,Own,2022-03-13,Contractual,52000,9000
1130,Megan Allen,27,Married,Other,2015-03-30,Full Time,53000,9000
1131,Jacob Werner,53,Divorced,Rent,2022-03-19,Full Time,19000,5000
1132,Dr. Brian Lawrence,32,Single,Rent,2019-08-31,Contractual,17000,10000
1133,Scott King,62,Married,Rent,2016-02-23,Full Time,62000,4000
1134,Laura Clark,18,Single,Other,2015-09-27,Full Time,42000,1000
1135,Daniel Hood,60,Married,Own,2016-12-27,Full Time,17000,9000
1136,Christine Conley,23,Married,Other,2020-09-24,Full Time,30000,6000
1137,Miss Diana Turner,40,Married,Other,2017-11-04,Part Time,96000,1000
1138,Brittany Garcia,63,Married,Rent,2013-08-09,Full Time,32000,5000
1139,Kelsey Martinez,52,Married,Other,2019-02-10,Full Time,67000,1000
1140,William Mann,24,Divorced,Own,2016-08-25,Full Time,60000,6000
1141,Deborah Nichols,59,Single,Own,2018-01-07,Part Time,37000,6000
1142,Michael Kim,39,Single,Rent,2013-09-24,Part Time,37000,5000
1143,Jesse Rodriguez,23,Married,Rent,2021-02-13,Full Time,25000,1000
1144,Kenneth Mccullough DDS,40,Divorced,Own,2020-09-28,Full Time,16000,10000
1145,Shannon Cannon,64,Married,Other,2012-12-10,Full Time,43000,1000
1146,Alan Reed,29,Married,Other,2021-07-13,Full Time,97000,2000
1147,Louis Patterson,53,Single,Rent,2014-12-12,Contractual,39000,1000
1148,Ashley Fleming,31,Married,Own,2018-09-21,Part Time,49000,1000
1149,Tammy Jones,61,Single,Own,2016-06-03,Contractual,15000,6000
1150,Karl Cooper,36,Single,Rent,2019-08-27,Full Time,26000,8000
1151,Angela Moore,18,Single,Own,2020-07-18,Full Time,75000,6000
1152,Edward Thomas,60,Divorced,Rent,2013-07-11,Full Time,100000,1000
1153,Sara Brooks,52,Married,Rent,2014-08-13,Contractual,70000,2000
1154,Jonathan Morgan,49,Divorced,Other,2017-12-15,Full Time,12000,7000
1155,Mckenzie Fernandez,30,Divorced,Own,2020-05-26,Part Time,26000,2000
1156,Steven Bryant,19,Married,Rent,2014-06-20,Full Time,26000,6000
1157,Timothy Jackson,32,Single,Own,2016-07-24,Part Time,71000,8000
1158,Justin Skinner,60,Married,Other,2017-10-03,Full Time,74000,6000
1159,Nancy Davis,53,Divorced,Rent,2017-09-14,Contractual,41000,2000
1160,Kelly Le,37,Married,Rent,2015-10-11,Contractual,15000,8000
1161,Amber Reynolds,56,Married,Rent,2013-03-23,Contractual,46000,10000
1162,Denise Ellis,21,Married,Own,2018-12-23,Part Time,100000,2000
1163,Alicia Morris,38,Divorced,Own,2014-09-06,Contractual,26000,3000
1164,Kimberly Wilson,25,Single,Own,2016-07-12,Part Time,68000,6000
1165,Mr. Raymond Davis,38,Divorced,Rent,2017-06-23,Full Time,93000,8000
1166,John Hill,63,Married,Other,2014-03-16,Part Time,54000,2000
1167,Matthew Gibbs,25,Divorced,Rent,2013-12-05,Full Time,24000,5000
1168,Julia Ramos,51,Single,Rent,2022-05-09,Part Time,100000,1000
1169,Andrew Bates,53,Married,Other,2013-04-11,Full Time,31000,1000
1170,Samantha Farrell,64,Divorced,Other,2014-12-26,Part Time,20000,4000
1171,Tiffany Myers,36,Married,Other,2015-11-19,Contractual,13000,5000
1172,Yvonne Wilson,21,Divorced,Own,2017-04-23,Full Time,95000,7000
1173,Stephanie Jackson,55,Divorced,Rent,2013-07-13,Full Time,59000,3000
1174,William Adams,42,Single,Own,2022-08-24,Full Time,95000,8000
1175,Rebecca Lee,45,Single,Rent,2019-01-28,Part Time,53000,4000
1176,John Richardson,60,Divorced,Own,2021-07-22,Full Time,70000,8000
1177,Daryl Torres,47,Single,Rent,2014-04-11,Full Time,89000,3000
1178,Stacy Stanley,59,Single,Other,2015-01-11,Full Time,81000,3000
1179,Amy Fitzpatrick,63,Divorced,Other,2021-03-24,Part Time,39000,7000
1180,Patty Miller,38,Divorced,Rent,2017-02-23,Contractual,100000,6000
1181,Jared Phillips,47,Married,Own,2021-10-21,Part Time,42000,3000
1182,Jamie Martinez,47,Divorced,Own,2016-01-29,Full Time,90000,7000
1183,Julia Foster,48,Divorced,Rent,2014-04-28,Full Time,96000,1000
1184,Joseph Johnson,62,Single,Other,2018-12-31,Contractual,40000,4000
1185,William Gay,18,Married,Rent,2021-12-05,Full Time,15000,3000
1186,Joseph Levy,27,Married,Own,2019-01-13,Full Time,45000,3000
1187,Katie Ray,36,Divorced,Own,2017-10-11,Full Time,78000,3000
1188,Brandon Sutton,52,Married,Own,2016-04-18,Full Time,33000,9000
1189,Bradley Cook,63,Single,Rent,2013-09-14,Part Time,57000,7000
1190,Kelly Bryant,43,Single,Rent,2020-02-17,Full Time,80000,5000
1191,Katherine Howard,39,Married,Own,2021-07-16,Full Time,32000,7000
1192,Jason May,33,Married,Own,2013-10-14,Contractual,85000,4000
1193,Kathy Baker,26,Single,Rent,2020-08-30,Full Time,68000,4000
1194,Holly Riley,24,Single,Other,2016-07-15,Full Time,40000,6000
1195,Janet Anderson,41,Married,Own,2020-06-25,Full Time,28000,9000
1196,William Rocha,27,Married,Rent,2013-06-28,Part Time,39000,6000
1197,Cynthia Gonzalez,47,Divorced,Other,2022-02-28,Full Time,54000,7000
1198,Renee Black,45,Single,Rent,2015-11-08,Full Time,100000,8000
1199,Diane Williams,44,Single,Own,2019-06-02,Part Time,22000,9000
1200,Eric Lee,57,Married,Own,2021-09-06,Full Time,15000,10000
1201,Laura Osborne,46,Single,Other,2016-08-13,Full Time,17000,2000
1202,Kevin Richards,44,Divorced,Own,2020-04-14,Full Time,60000,4000
1203,Deanna Durham,52,Divorced,Own,2017-09-02,Full Time,81000,7000
1204,Jacob Boone,48,Single,Other,2019-08-21,Part Time,40000,8000
1205,Anthony Ellis,44,Married,Rent,2015-07-27,Part Time,66000,2000
1206,Lori Hendricks,36,Married,Rent,2016-06-24,Part Time,65000,9000
1207,Bradley Hernandez,43,Married,Other,2013-01-22,Full Time,85000,7000
1208,Jennifer Brown,57,Married,Own,2013-10-20,Full Time,28000,8000
1209,Anita Garcia,51,Married,Other,2014-11-09,Part Time,15000,7000
1210,Clayton Clayton,24,Divorced,Rent,2017-10-16,Full Time,93000,1000
1211,William Hampton,19,Married,Own,2020-10-12,Full Time,69000,7000
1212,Anna Pope,62,Married,Own,2020-07-02,Full Time,88000,4000
1213,Christopher Osborne,45,Married,Rent,2019-09-30,Part Time,55000,5000
1214,Aaron Long MD,55,Married,Rent,2020-12-11,Full Time,23000,2000
1215,Jason Medina,57,Married,Other,2019-11-26,Part Time,29000,8000
1216,Tyler Moore,48,Single,Rent,2014-10-09,Part Time,16000,7000
1217,Christian Chen,36,Married,Own,2014-04-19,Part Time,34000,1000
1218,Vernon Jimenez,55,Single,Own,2017-02-21,Full Time,39000,10000
1219,William White,46,Single,Other,2018-02-25,Full Time,96000,10000
1220,Donald Garcia,33,Divorced,Rent,2013-03-21,Full Time,36000,7000
1221,Jamie Houston,25,Single,Other,2020-01-04,Full Time,82000,9000
1222,William Fuentes,56,Married,Own,2021-07-21,Contractual,69000,4000
1223,Jeffrey Neal,58,Single,Own,2021-07-04,Full Time,22000,7000
1224,Alexis Fitzgerald,61,Married,Other,2017-09-12,Full Time,66000,4000
1225,Kristin Aguilar,24,Single,Own,2019-04-07,Contractual,78000,3000
1226,Dalton Petersen,55,Single,Rent,2021-06-04,Contractual,35000,7000
1227,Bryan Mccann,44,Divorced,Other,2021-09-13,Contractual,33000,4000
1228,Hannah Patterson,63,Divorced,Rent,2021-12-21,Contractual,22000,7000
1229,Kara Webb,30,Single,Rent,2018-05-25,Part Time,79000,2000
1230,Jennifer Brown,52,Single,Own,2017-11-09,Part Time,98000,1000
1231,Marc Reed,49,Single,Other,2017-02-17,Contractual,84000,9000
1232,Ms. Elizabeth Jordan MD,32,Single,Rent,2020-06-28,Contractual,91000,8000
1233,Patrick Huerta,46,Married,Own,2017-11-12,Contractual,43000,3000
1234,Emily Williams,46,Divorced,Own,2013-09-05,Part Time,94000,4000
1235,Cheyenne Donovan,21,Divorced,Own,2017-05-09,Contractual,57000,6000
1236,Casey Burgess,29,Divorced,Own,2015-01-12,Part Time,61000,3000
1237,Charles Peterson,62,Single,Other,2016-05-28,Full Time,48000,10000
1238,Rebecca May,43,Divorced,Other,2014-01-16,Full Time,72000,7000
1239,Pamela Moore,59,Divorced,Own,2020-06-06,Contractual,97000,6000
1240,Kathy Evans,43,Single,Own,2016-07-23,Part Time,61000,4000
1241,Ashley Fox,39,Single,Rent,2017-09-27,Part Time,95000,9000
1242,Sarah Lawson,22,Divorced,Rent,2016-08-07,Full Time,61000,6000
1243,Amanda Hendricks,50,Single,Rent,2016-07-18,Full Time,17000,5000
1244,Jeffery Franklin,32,Single,Rent,2013-09-13,Full Time,97000,6000
1245,Mr. Glen Smith,26,Married,Own,2019-10-10,Part Time,14000,3000
1246,Robert Jones,48,Divorced,Own,2021-12-03,Full Time,60000,5000
1247,Jessica Vang,46,Married,Other,2018-06-14,Full Time,44000,5000
1248,Tanya Norton,26,Single,Rent,2018-01-17,Part Time,42000,6000
1249,Laurie Gonzalez,33,Single,Rent,2019-10-29,Contractual,90000,5000
1250,Joseph Gonzalez,53,Married,Other,2014-05-04,Contractual,16000,6000
1251,Rachel Harrison,28,Single,Other,2015-06-25,Full Time,78000,6000
1252,Ms. Kimberly Nelson,48,Married,Own,2022-08-16,Full Time,77000,5000
1253,Richard Oneal,21,Married,Other,2014-08-27,Full Time,84000,4000
1254,Vanessa Humphrey,36,Married,Own,2020-09-07,Part Time,12000,6000
1255,Jacob Gomez,38,Married,Other,2018-06-01,Part Time,100000,4000
1256,Melanie Ortiz,32,Married,Other,2020-02-23,Part Time,64000,10000
1257,James Blake,51,Single,Own,2017-03-05,Full Time,27000,7000
1258,Brittany Peterson,59,Divorced,Own,2021-01-05,Full Time,32000,1000
1259,Tyler Ellis,20,Married,Own,2018-11-12,Part Time,44000,4000
1260,Joseph Chase,38,Single,Rent,2014-03-14,Full Time,60000,4000
1261,Pamela White,55,Divorced,Rent,2019-06-17,Part Time,84000,5000
1262,Jordan Johnson,56,Married,Rent,2014-03-02,Contractual,70000,3000
1263,Taylor Eaton,50,Divorced,Rent,2013-02-26,Full Time,81000,10000
1264,Mark Edwards,58,Married,Rent,2020-04-05,Contractual,78000,4000
1265,Timothy Medina,24,Divorced,Other,2016-03-15,Part Time,96000,4000
1266,Linda Ochoa,19,Married,Other,2016-04-16,Part Time,47000,3000
1267,Gloria Rojas,46,Married,Other,2016-05-22,Full Time,92000,5000
1268,James Gates,63,Divorced,Own,2020-12-27,Part Time,85000,3000
1269,Nicholas Blankenship,59,Married,Rent,2013-07-17,Contractual,63000,1000
1270,Daniel Gray,61,Divorced,Rent,2013-09-05,Contractual,69000,1000
1271,Larry Perry,38,Single,Rent,2017-12-25,Full Time,32000,10000
1272,Carolyn Jennings,57,Married,Own,2019-11-12,Part Time,48000,8000
1273,Kathleen Bennett,26,Married,Other,2022-11-01,Full Time,39000,9000
1274,Lisa Martinez,39,Single,Other,2017-03-16,Full Time,73000,3000
1275,Jennifer Rios,26,Divorced,Rent,2019-04-15,Full Time,70000,6000
1276,Mr. Roger Reyes,36,Divorced,Rent,2018-01-14,Part Time,69000,8000
1277,Maria Williams,39,Married,Own,2013-01-19,Full Time,98000,10000
1278,Brian Stewart,27,Single,Other,2020-11-30,Full Time,56000,4000
1279,William Graves,35,Single,Other,2018-10-16,Full Time,16000,4000
1280,Justin Robles,58,Married,Rent,2016-08-11,Full Time,78000,7000
1281,Laurie Watkins,40,Married,Other,2021-10-23,Part Time,19000,10000
1282,Crystal Clark,21,Married,Rent,2018-01-14,Full Time,39000,6000
1283,Jason Castillo,35,Divorced,Own,2020-07-17,Contractual,87000,10000
1284,Robert Moore,35,Single,Other,2015-05-06,Contractual,14000,3000
1285,Kevin Suarez,58,Divorced,Other,2017-02-06,Contractual,78000,5000
1286,Angela Cooper,57,Married,Other,2015-01-08,Full Time,40000,7000
1287,Kelly Jackson,38,Married,Own,2017-08-20,Contractual,94000,10000
1288,Jason Sellers,60,Married,Rent,2015-05-23,Part Time,82000,3000
1289,Steven Dixon,38,Married,Rent,2018-07-09,Full Time,58000,4000
1290,Sara Chung,28,Divorced,Own,2022-07-19,Full Time,37000,7000
1291,Jeremy Henderson,54,Divorced,Other,2020-10-28,Full Time,31000,1000
1292,Jack Sanchez,64,Divorced,Other,2021-07-07,Part Time,75000,4000
1293,Jason Spence,24,Married,Rent,2017-06-17,Full Time,45000,4000
1294,Janice King,27,Single,Other,2022-04-10,Contractual,73000,4000
1295,William Phillips,28,Single,Other,2019-09-24,Full Time,46000,6000
1296,Maria Johnson,33,Divorced,Other,2016-11-29,Part Time,48000,7000
1297,Natalie Mosley,47,Married,Rent,2018-11-23,Part Time,99000,10000
1298,Tamara Santos,20,Single,Rent,2021-08-16,Part Time,30000,3000
1299,Joseph Ruiz,48,Married,Other,2016-05-30,Full Time,34000,7000
1300,Joanne Warren,36,Divorced,Rent,2018-09-05,Part Time,97000,9000
1301,Stephen Allen,23,Married,Own,2020-11-17,Part Time,48000,5000
1302,Rachel Duncan,54,Married,Other,2013-02-12,Part Time,87000,2000
1303,Teresa Roberts,32,Married,Other,2016-05-10,Part Time,44000,6000
1304,Shelby Weber,19,Married,Other,2018-01-29,Full Time,19000,7000
1305,George Pacheco,50,Married,Own,2018-07-18,Full Time,11000,4000
1306,Chris Young,55,Married,Rent,2013-02-14,Full Time,53000,3000
1307,Jacqueline Norton,20,Single,Rent,2021-04-28,Part Time,71000,10000
1308,Marcus Robles,27,Married,Own,2021-05-29,Full Time,10000,10000
1309,Tony Miller DDS,35,Divorced,Rent,2017-01-19,Full Time,78000,7000
1310,Tracy Salas,27,Single,Own,2013-09-01,Part Time,54000,8000
1311,Courtney Harvey,57,Single,Rent,2020-04-18,Part Time,99000,2000
1312,Patricia Stephenson,46,Married,Other,2016-05-11,Contractual,20000,5000
1313,Angela Brown,56,Married,Other,2013-06-30,Contractual,22000,9000
1314,Kaitlyn Moran,63,Single,Own,2017-06-22,Full Time,78000,2000
1315,Mary Booth,64,Single,Own,2018-04-11,Full Time,31000,9000
1316,Catherine Roberts,62,Divorced,Rent,2014-05-18,Contractual,47000,7000
1317,Randy King,38,Divorced,Own,2016-06-24,Part Time,70000,3000
1318,Michael Hernandez,63,Divorced,Other,2021-02-04,Full Time,73000,1000
1319,Bill Dean,55,Single,Other,2014-04-09,Full Time,72000,2000
1320,Luis Green,41,Single,Rent,2016-12-19,Contractual,49000,6000
1321,Leonard George Jr.,36,Single,Rent,2017-04-10,Full Time,28000,9000
1322,Amber Stewart,31,Married,Other,2015-07-13,Part Time,48000,8000
1323,Suzanne Terry,26,Single,Rent,2020-05-30,Full Time,40000,9000
1324,Mario Smith,55,Single,Own,2020-04-02,Part Time,21000,5000
1325,Kelly Mccarty,41,Married,Other,2016-01-04,Part Time,70000,9000
1326,Cynthia Brewer,58,Divorced,Rent,2014-07-14,Contractual,44000,9000
1327,Morgan Copeland,44,Married,Rent,2012-12-12,Full Time,85000,5000
1328,Alan Bennett,32,Divorced,Own,2019-10-30,Part Time,29000,10000
1329,Russell Ponce,37,Married,Own,2015-12-26,Full Time,74000,7000
1330,Cheryl Green,46,Married,Other,2015-03-03,Contractual,57000,4000
1331,Katherine Flores,20,Divorced,Rent,2022-03-17,Full Time,35000,4000
1332,Shane Johnson,42,Divorced,Own,2014-08-15,Part Time,28000,4000
1333,Mrs. Adrienne Anderson,22,Divorced,Rent,2014-10-22,Full Time,11000,6000
1334,Paul Bailey,32,Single,Rent,2018-06-10,Full Time,74000,1000
1335,Susan Edwards,37,Divorced,Other,2015-02-03,Contractual,24000,5000
1336,Charles Kelly,63,Married,Other,2020-08-02,Part Time,52000,8000
1337,Kirk Williams,26,Single,Own,2015-12-17,Part Time,70000,5000
1338,Joseph Newman,20,Divorced,Own,2019-09-07,Part Time,96000,7000
1339,Louis Sharp,46,Married,Rent,2017-09-25,Part Time,94000,3000
1340,Mark Campos,57,Single,Rent,2014-02-07,Part Time,95000,1000
1341,Rebecca Taylor,51,Single,Own,2014-02-25,Full Time,31000,2000
1342,Christopher Sanford IV,27,Married,Rent,2013-08-25,Part Time,11000,7000
1343,Craig Dennis,37,Married,Other,2016-01-07,Full Time,63000,4000
1344,Pamela Long,49,Married,Other,2013-04-07,Contractual,66000,1000
1345,Sherry Nash,22,Married,Rent,2018-09-26,Full Time,46000,10000
1346,Rachel Jacobs,32,Single,Rent,2014-10-13,Full Time,71000,3000
1347,Krystal Riggs,27,Married,Rent,2019-03-28,Contractual,75000,8000
1348,Cameron Holden,35,Divorced,Rent,2018-05-11,Part Time,28000,7000
1349,Dawn Vega,50,Divorced,Other,2013-12-19,Full Time,94000,8000
1350,Jennifer Everett,36,Married,Rent,2020-11-02,Part Time,52000,8000
1351,Brandon Young,35,Divorced,Rent,2016-05-06,Part Time,86000,2000
1352,Carlos Bennett,22,Married,Other,2019-05-08,Contractual,20000,3000
1353,Douglas Davis,56,Married,Other,2018-08-21,Contractual,29000,9000
1354,John Harrison,22,Single,Rent,2020-05-21,Full Time,86000,3000
1355,Ashley West,46,Married,Own,2019-09-05,Part Time,47000,1000
1356,Patrick Dunn,24,Single,Rent,2016-03-03,Full Time,10000,7000
1357,Francisco Johnson,52,Divorced,Own,2020-03-02,Full Time,42000,3000
1358,Ronald West,48,Single,Other,2017-07-27,Full Time,63000,4000
1359,Robert Harris,38,Divorced,Rent,2016-01-23,Full Time,43000,5000
1360,Jordan Phillips,50,Divorced,Other,2013-09-01,Contractual,35000,2000
1361,Joseph Walker,58,Divorced,Own,2020-03-01,Contractual,18000,5000
